flight_id,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
FR0212-331509,2024-12-02,15:40,16:43,FR,Ryanair,FR0212,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
U23376-853139,2024-06-18,04:00,05:12,U2,easyJet,U23376,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
BA2964-509971,2024-05-02,13:30,14:21,BA,British Airways,BA2964,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
EI1689-670500,2024-09-21,08:10,08:36,EI,Aer Lingus,EI1689,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
EI7082-913010,2024-07-18,10:00,11:02,EI,Aer Lingus,EI7082,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
FR7873-550261,2024-05-16,19:45,20:03,FR,Ryanair,FR7873,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Narrowbody
EI8043-121588,2024-07-25,07:05,07:58,EI,Aer Lingus,EI8043,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Narrowbody
FR3749-260110,2024-02-09,14:20,15:06,FR,Ryanair,FR3749,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
EI3795-402013,2024-03-23,21:55,22:53,EI,Aer Lingus,EI3795,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
U27244-233695,2024-08-05,03:20,04:15,U2,easyJet,U27244,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
BA5193-337284,2024-10-29,07:25,07:51,BA,British Airways,BA5193,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
U26957-481379,2024-01-29,20:20,20:39,U2,easyJet,U26957,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
U28370-216235,2024-01-24,15:20,16:14,U2,easyJet,U28370,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Regional
FR4866-387929,2024-11-13,17:25,18:25,FR,Ryanair,FR4866,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
BA5374-955875,2024-10-30,00:00,00:18,BA,British Airways,BA5374,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Regional
BA6451-698160,2024-01-06,12:05,13:17,BA,British Airways,BA6451,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody
U29635-334082,2024-05-30,22:40,22:59,U2,easyJet,U29635,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
EI2361-689662,2024-08-25,02:15,03:09,EI,Aer Lingus,EI2361,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
BA4206-948324,2024-04-29,21:50,22:57,BA,British Airways,BA4206,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
EI9406-126231,2024-07-19,20:10,21:19,EI,Aer Lingus,EI9406,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
BA8544-462446,2024-09-14,12:05,12:35,BA,British Airways,BA8544,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
BA3151-595755,2024-09-19,22:00,23:00,BA,British Airways,BA3151,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
EI9707-056805,2024-10-27,08:10,08:36,EI,Aer Lingus,EI9707,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
BA2724-444823,2024-11-22,19:00,20:00,BA,British Airways,BA2724,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
EI6281-021436,2024-09-16,23:10,00:25,EI,Aer Lingus,EI6281,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Narrowbody
EI2070-255462,2024-08-17,11:15,12:21,EI,Aer Lingus,EI2070,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
FR8564-947236,2024-11-22,23:05,23:59,FR,Ryanair,FR8564,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
BA2993-384106,2024-06-26,15:45,16:42,BA,British Airways,BA2993,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
U29779-426100,2024-03-07,16:55,18:09,U2,easyJet,U29779,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
EI8583-703135,2024-02-21,00:55,01:38,EI,Aer Lingus,EI8583,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
EI3674-102354,2024-11-10,12:15,13:03,EI,Aer Lingus,EI3674,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
EI4043-626530,2024-01-24,20:45,21:57,EI,Aer Lingus,EI4043,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Widebody
U28272-769676,2024-12-19,20:45,21:21,U2,easyJet,U28272,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Widebody
EI3749-169565,2024-11-18,10:05,10:37,EI,Aer Lingus,EI3749,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
FR7920-684109,2024-08-26,20:25,21:42,FR,Ryanair,FR7920,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
BA9219-300144,2024-05-28,03:25,03:59,BA,British Airways,BA9219,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Regional
FR4151-344601,2024-12-12,04:10,04:47,FR,Ryanair,FR4151,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody
EI6141-904067,2024-11-15,08:30,09:34,EI,Aer Lingus,EI6141,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
EI3625-832400,2024-06-03,22:45,23:33,EI,Aer Lingus,EI3625,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
FR2165-323839,2024-12-02,18:35,19:40,FR,Ryanair,FR2165,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
BA9167-620974,2024-08-19,18:25,18:47,BA,British Airways,BA9167,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
EI7450-821521,2024-04-30,12:00,13:04,EI,Aer Lingus,EI7450,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
FR7001-426710,2024-05-02,12:35,13:32,FR,Ryanair,FR7001,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
FR4906-778922,2024-09-16,09:45,10:51,FR,Ryanair,FR4906,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
BA7599-540114,2024-05-29,07:15,08:23,BA,British Airways,BA7599,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
U29670-079219,2024-11-23,04:35,05:13,U2,easyJet,U29670,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
EI2771-375823,2024-05-19,02:00,03:05,EI,Aer Lingus,EI2771,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
BA9591-500651,2024-02-22,21:15,21:50,BA,British Airways,BA9591,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
EI8484-552378,2024-10-08,14:20,14:44,EI,Aer Lingus,EI8484,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
EI3658-235171,2024-10-15,00:25,01:16,EI,Aer Lingus,EI3658,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
BA2046-439179,2024-12-21,10:45,12:02,BA,British Airways,BA2046,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Widebody
EI1662-916106,2024-09-09,07:35,07:53,EI,Aer Lingus,EI1662,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Narrowbody
EI9274-474508,2024-11-24,11:15,12:22,EI,Aer Lingus,EI9274,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
BA3857-512599,2024-12-02,19:25,20:09,BA,British Airways,BA3857,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
BA5375-341976,2024-03-15,16:45,17:56,BA,British Airways,BA5375,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
EI578-832090,2024-11-07,07:45,07:59,EI,Aer Lingus,EI578,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
BA1669-047131,2024-10-16,12:25,12:52,BA,British Airways,BA1669,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
FR1703-419932,2024-03-30,13:35,14:42,FR,Ryanair,FR1703,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
BA2854-764901,2024-02-20,16:40,17:39,BA,British Airways,BA2854,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
U23494-035750,2024-04-02,06:50,07:57,U2,easyJet,U23494,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
FR272-375357,2024-08-28,10:35,11:25,FR,Ryanair,FR272,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
BA6069-799986,2024-03-30,04:55,06:05,BA,British Airways,BA6069,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
EI3333-907344,2024-04-26,05:45,06:25,EI,Aer Lingus,EI3333,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
U29715-365720,2024-07-17,16:45,17:43,U2,easyJet,U29715,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
EI4864-463044,2024-11-22,23:50,01:01,EI,Aer Lingus,EI4864,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
EI9523-698425,2024-04-26,16:00,16:58,EI,Aer Lingus,EI9523,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Narrowbody
U29296-985314,2024-09-01,15:10,16:07,U2,easyJet,U29296,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
EI8963-531055,2024-01-24,07:15,07:43,EI,Aer Lingus,EI8963,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
U25664-293051,2024-05-07,02:10,02:34,U2,easyJet,U25664,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
U21627-383076,2024-07-21,02:25,02:51,U2,easyJet,U21627,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
U21224-238741,2024-12-30,04:20,04:48,U2,easyJet,U21224,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Widebody
FR3779-144339,2024-02-07,13:55,14:35,FR,Ryanair,FR3779,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
FR1209-211955,2024-06-25,10:10,11:25,FR,Ryanair,FR1209,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
EI2609-715432,2024-01-08,20:00,20:28,EI,Aer Lingus,EI2609,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Narrowbody
FR1847-814547,2024-03-03,07:30,08:36,FR,Ryanair,FR1847,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
BA8201-348348,2024-09-27,20:20,20:58,BA,British Airways,BA8201,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
BA8074-591117,2024-12-21,20:40,21:31,BA,British Airways,BA8074,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
BA7178-999447,2024-07-20,07:25,08:24,BA,British Airways,BA7178,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Narrowbody
EI7022-271390,2024-07-02,22:25,22:53,EI,Aer Lingus,EI7022,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
BA294-818203,2024-10-12,13:20,14:25,BA,British Airways,BA294,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
FR6350-975485,2024-09-24,18:20,19:14,FR,Ryanair,FR6350,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
FR1528-023152,2024-03-30,18:00,19:02,FR,Ryanair,FR1528,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
U29724-585634,2024-08-27,02:40,03:38,U2,easyJet,U29724,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
EI7046-487412,2024-07-26,13:40,14:36,EI,Aer Lingus,EI7046,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
EI1340-513417,2024-06-05,23:30,00:22,EI,Aer Lingus,EI1340,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
FR9952-722457,2024-04-09,19:15,19:51,FR,Ryanair,FR9952,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
FR7934-506302,2024-06-21,12:10,12:58,FR,Ryanair,FR7934,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
U29240-174696,2024-04-04,00:45,01:01,U2,easyJet,U29240,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
EI0873-984641,2024-11-02,07:45,08:21,EI,Aer Lingus,EI0873,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
EI1032-972894,2024-06-07,18:20,19:00,EI,Aer Lingus,EI1032,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
U29137-504541,2024-08-14,15:55,16:56,U2,easyJet,U29137,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
BA2773-154008,2024-02-28,00:45,01:40,BA,British Airways,BA2773,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
U2077-467953,2024-12-17,06:20,06:44,U2,easyJet,U2077,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
FR6193-617634,2024-01-19,23:25,00:13,FR,Ryanair,FR6193,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
FR945-675308,2024-08-20,19:25,20:30,FR,Ryanair,FR945,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
BA8649-373813,2024-11-12,05:30,06:30,BA,British Airways,BA8649,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Widebody
EI4413-640337,2024-03-29,11:35,12:47,EI,Aer Lingus,EI4413,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
U20663-784048,2024-06-01,20:40,21:04,U2,easyJet,U20663,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
U28936-557308,2024-05-12,18:40,19:00,U2,easyJet,U28936,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
U26490-842936,2024-10-04,13:35,14:23,U2,easyJet,U26490,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
U22323-117737,2024-01-10,13:35,14:45,U2,easyJet,U22323,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
EI6402-455702,2024-01-24,06:35,07:11,EI,Aer Lingus,EI6402,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
BA6730-540952,2024-02-08,08:30,09:22,BA,British Airways,BA6730,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
BA4714-738843,2024-12-23,01:20,02:23,BA,British Airways,BA4714,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
FR8917-930495,2024-02-18,19:05,20:01,FR,Ryanair,FR8917,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
BA5486-479726,2024-03-22,13:30,14:17,BA,British Airways,BA5486,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
EI8587-496893,2024-03-10,23:05,00:01,EI,Aer Lingus,EI8587,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
U29864-728194,2024-04-02,10:15,11:20,U2,easyJet,U29864,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
FR118-751130,2024-04-23,18:30,19:30,FR,Ryanair,FR118,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
BA6566-231981,2024-06-10,03:30,04:32,BA,British Airways,BA6566,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
EI2883-716841,2024-06-15,21:35,22:37,EI,Aer Lingus,EI2883,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
EI6272-285209,2024-06-29,21:35,22:41,EI,Aer Lingus,EI6272,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Widebody
U21642-027380,2024-11-09,19:35,20:34,U2,easyJet,U21642,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
BA3131-299980,2024-08-15,09:25,10:41,BA,British Airways,BA3131,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
EI1539-673862,2024-06-19,13:40,14:08,EI,Aer Lingus,EI1539,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
U26277-305720,2024-01-03,01:10,01:50,U2,easyJet,U26277,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
BA2039-189647,2024-10-18,22:05,23:07,BA,British Airways,BA2039,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Narrowbody
U25669-845082,2024-11-12,00:10,01:18,U2,easyJet,U25669,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
U29807-833171,2024-03-12,15:50,16:38,U2,easyJet,U29807,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
EI2558-647871,2024-06-12,10:20,11:15,EI,Aer Lingus,EI2558,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
U28750-560402,2024-04-04,21:45,22:31,U2,easyJet,U28750,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Widebody
FR1574-045203,2024-08-11,07:50,08:54,FR,Ryanair,FR1574,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Widebody
BA2341-073435,2024-09-21,17:10,18:18,BA,British Airways,BA2341,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Regional
EI7689-405146,2024-05-11,07:10,08:11,EI,Aer Lingus,EI7689,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
BA7243-948448,2024-10-12,16:05,17:04,BA,British Airways,BA7243,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Narrowbody
EI2713-145537,2024-10-16,18:45,19:47,EI,Aer Lingus,EI2713,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
