,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure,scheduled_arrival,delayed,departure_hour,departure_dayofweek,departure_month,flight_duration_mins,bad_weather,origin_flight_count,peak_hour_departure
2720,BA3857-512599,0,3,2,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-12-02 19:25:00,2024-12-02 20:09:00,0,19,0,12,44.0,1,400,1
2721,BA5375-341976,1,0,28,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-03-15 16:45:00,2024-03-15 17:56:00,1,16,4,3,71.0,0,432,1
2722,EI578-832090,0,2,2,Aer Lingus,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-11-07 07:45:00,2024-11-07 07:59:00,0,7,3,11,14.0,1,432,1
2723,BA1669-047131,1,2,0,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-10-16 12:25:00,2024-10-16 12:52:00,0,12,2,10,27.0,1,432,0
2724,FR1703-419932,1,1,5,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-03-30 13:35:00,2024-03-30 14:42:00,0,13,5,3,67.0,0,432,0
2725,BA2854-764901,0,2,32,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-02-20 16:40:00,2024-02-20 17:39:00,1,16,1,2,59.0,1,400,1
2726,U23494-035750,1,0,4,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-04-02 06:50:00,2024-04-02 07:57:00,0,6,1,4,67.0,0,432,1
2727,FR272-375357,0,1,7,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-08-28 10:35:00,2024-08-28 11:25:00,0,10,2,8,50.0,0,419,0
2728,BA6069-799986,0,2,3,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-03-30 04:55:00,2024-03-30 06:05:00,0,4,5,3,70.0,1,445,0
2729,EI3333-907344,1,2,6,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-04-26 05:45:00,2024-04-26 06:25:00,0,5,4,4,40.0,1,400,0
2730,U29715-365720,1,1,5,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-07-17 16:45:00,2024-07-17 17:43:00,0,16,2,7,58.0,0,435,1
2731,EI4864-463044,0,2,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-11-22 23:50:00,2024-11-22 01:01:00,0,23,4,11,-1369.0,1,435,0
2732,EI9523-698425,0,0,20,Aer Lingus,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Narrowbody,2024-04-26 16:00:00,2024-04-26 16:58:00,1,16,4,4,58.0,0,419,1
2733,U29296-985314,0,1,5,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-09-01 15:10:00,2024-09-01 16:07:00,0,15,6,9,57.0,0,411,0
2734,EI8963-531055,2,3,4,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-01-24 07:15:00,2024-01-24 07:43:00,0,7,2,1,28.0,1,400,1
2735,U25664-293051,0,1,0,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-05-07 02:10:00,2024-05-07 02:34:00,0,2,1,5,24.0,0,445,0
2736,U21627-383076,0,3,4,easyJet,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-07-21 02:25:00,2024-07-21 02:51:00,0,2,6,7,26.0,1,419,0
2737,U21224-238741,2,0,21,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-12-30 04:20:00,2024-12-30 04:48:00,1,4,0,12,28.0,1,445,0
2738,FR3779-144339,0,2,7,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-02-07 13:55:00,2024-02-07 14:35:00,0,13,2,2,40.0,1,419,0
2739,FR1209-211955,1,2,3,Ryanair,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-06-25 10:10:00,2024-06-25 11:25:00,0,10,1,6,75.0,1,445,0
2740,EI2609-715432,0,0,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-01-08 20:00:00,2024-01-08 20:28:00,0,20,0,1,28.0,0,411,0
2741,FR1847-814547,3,3,7,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-03-03 07:30:00,2024-03-03 08:36:00,0,7,6,3,66.0,1,458,1
2742,BA8201-348348,1,0,7,British Airways,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-09-27 20:20:00,2024-09-27 20:58:00,0,20,4,9,38.0,0,458,0
2743,BA8074-591117,1,1,0,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-12-21 20:40:00,2024-12-21 21:31:00,0,20,5,12,51.0,0,458,0
2744,BA7178-999447,0,1,0,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-07-20 07:25:00,2024-07-20 08:24:00,0,7,5,7,59.0,0,400,1
2745,EI7022-271390,0,2,0,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-07-02 22:25:00,2024-07-02 22:53:00,0,22,1,7,28.0,1,400,0
2746,BA294-818203,0,2,25,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-10-12 13:20:00,2024-10-12 14:25:00,1,13,5,10,65.0,1,445,0
2747,FR6350-975485,2,1,0,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-09-24 18:20:00,2024-09-24 19:14:00,0,18,1,9,54.0,1,419,1
2748,FR1528-023152,1,2,1,Ryanair,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-03-30 18:00:00,2024-03-30 19:02:00,0,18,5,3,62.0,1,458,1
2749,U29724-585634,0,1,7,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-08-27 02:40:00,2024-08-27 03:38:00,0,2,1,8,58.0,0,411,0
2750,EI7046-487412,2,0,1,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-07-26 13:40:00,2024-07-26 14:36:00,0,13,4,7,56.0,1,435,0
2751,EI1340-513417,0,0,5,Aer Lingus,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Regional,2024-06-05 23:30:00,2024-06-05 00:22:00,0,23,2,6,-1388.0,0,445,0
2752,FR9952-722457,1,2,15,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-04-09 19:15:00,2024-04-09 19:51:00,1,19,1,4,36.0,1,400,1
2753,FR7934-506302,1,1,11,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-06-21 12:10:00,2024-06-21 12:58:00,0,12,4,6,48.0,0,411,0
2754,U29240-174696,0,1,0,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-04-04 00:45:00,2024-04-04 01:01:00,0,0,3,4,16.0,0,432,0
2755,EI0873-984641,1,2,35,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-11-02 07:45:00,2024-11-02 08:21:00,1,7,5,11,36.0,1,400,1
2756,EI1032-972894,0,3,22,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Regional,2024-06-07 18:20:00,2024-06-07 19:00:00,1,18,4,6,40.0,1,400,1
2757,U29137-504541,0,2,4,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-08-14 15:55:00,2024-08-14 16:56:00,0,15,2,8,61.0,1,411,0
2758,BA2773-154008,0,1,4,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-02-28 00:45:00,2024-02-28 01:40:00,0,0,2,2,55.0,0,400,0
2759,U2077-467953,0,0,0,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-12-17 06:20:00,2024-12-17 06:44:00,0,6,1,12,24.0,0,400,1
2760,FR6193-617634,0,1,0,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-01-19 23:25:00,2024-01-19 00:13:00,0,23,4,1,-1392.0,0,458,0
2761,FR945-675308,0,1,6,Ryanair,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-08-20 19:25:00,2024-08-20 20:30:00,0,19,1,8,65.0,0,419,1
2762,BA8649-373813,1,1,5,British Airways,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-11-12 05:30:00,2024-11-12 06:30:00,0,5,1,11,60.0,0,400,0
2763,EI4413-640337,2,3,9,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-03-29 11:35:00,2024-03-29 12:47:00,0,11,4,3,72.0,1,458,0
2764,U20663-784048,0,1,1,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-06-01 20:40:00,2024-06-01 21:04:00,0,20,5,6,24.0,0,445,0
2765,U28936-557308,0,1,0,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-05-12 18:40:00,2024-05-12 19:00:00,0,18,6,5,20.0,0,432,1
2766,U26490-842936,3,0,0,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-10-04 13:35:00,2024-10-04 14:23:00,0,13,4,10,48.0,1,419,0
2767,U22323-117737,0,3,28,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-01-10 13:35:00,2024-01-10 14:45:00,1,13,2,1,70.0,1,458,0
2768,EI6402-455702,0,1,1,Aer Lingus,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-01-24 06:35:00,2024-01-24 07:11:00,0,6,2,1,36.0,0,458,1
2769,BA6730-540952,2,1,2,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-02-08 08:30:00,2024-02-08 09:22:00,0,8,3,2,52.0,1,419,1
2770,BA4714-738843,0,1,7,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-12-23 01:20:00,2024-12-23 02:23:00,0,1,0,12,63.0,0,458,0
2771,FR8917-930495,0,1,3,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-02-18 19:05:00,2024-02-18 20:01:00,0,19,6,2,56.0,0,411,1
2772,BA5486-479726,0,0,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-03-22 13:30:00,2024-03-22 14:17:00,0,13,4,3,47.0,0,435,0
2773,EI8587-496893,2,1,7,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-03-10 23:05:00,2024-03-10 00:01:00,0,23,6,3,-1384.0,1,445,0
2774,U29864-728194,1,1,28,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-04-02 10:15:00,2024-04-02 11:20:00,1,10,1,4,65.0,0,400,0
2775,FR118-751130,1,0,2,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-04-23 18:30:00,2024-04-23 19:30:00,0,18,1,4,60.0,0,445,1
2776,BA6566-231981,0,0,0,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-06-10 03:30:00,2024-06-10 04:32:00,0,3,0,6,62.0,0,432,0
2777,EI2883-716841,1,0,3,Aer Lingus,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-06-15 21:35:00,2024-06-15 22:37:00,0,21,5,6,62.0,0,411,0
2778,EI6272-285209,1,1,3,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Widebody,2024-06-29 21:35:00,2024-06-29 22:41:00,0,21,5,6,66.0,0,432,0
2779,U21642-027380,0,1,43,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Regional,2024-11-09 19:35:00,2024-11-09 20:34:00,1,19,5,11,59.0,0,445,1
2780,BA3131-299980,1,2,3,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-08-15 09:25:00,2024-08-15 10:41:00,0,9,3,8,76.0,1,432,1
2781,EI1539-673862,2,0,2,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-06-19 13:40:00,2024-06-19 14:08:00,0,13,2,6,28.0,1,400,0
2782,U26277-305720,3,3,6,easyJet,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-01-03 01:10:00,2024-01-03 01:50:00,0,1,2,1,40.0,1,458,0
2783,BA2039-189647,1,2,10,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Narrowbody,2024-10-18 22:05:00,2024-10-18 23:07:00,0,22,4,10,62.0,1,435,0
2784,U25669-845082,0,3,25,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-11-12 00:10:00,2024-11-12 01:18:00,1,0,1,11,68.0,1,458,0
2785,U29807-833171,0,2,39,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-03-12 15:50:00,2024-03-12 16:38:00,1,15,1,3,48.0,1,458,0
2786,EI2558-647871,0,2,2,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-06-12 10:20:00,2024-06-12 11:15:00,0,10,2,6,55.0,1,400,0
2787,U28750-560402,2,3,0,easyJet,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-04-04 21:45:00,2024-04-04 22:31:00,0,21,3,4,46.0,1,458,0
2788,FR1574-045203,0,0,41,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-08-11 07:50:00,2024-08-11 08:54:00,1,7,6,8,64.0,0,445,1
2789,BA2341-073435,0,0,5,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Regional,2024-09-21 17:10:00,2024-09-21 18:18:00,0,17,5,9,68.0,0,435,1
2790,EI7689-405146,2,3,17,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-05-11 07:10:00,2024-05-11 08:11:00,1,7,5,5,61.0,1,411,1
2791,BA7243-948448,2,0,9,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-10-12 16:05:00,2024-10-12 17:04:00,0,16,5,10,59.0,1,435,1
2792,EI2713-145537,3,0,1,Aer Lingus,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-10-16 18:45:00,2024-10-16 19:47:00,0,18,2,10,62.0,1,445,1
2793,FR7725-772553,1,2,8,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-06-02 17:10:00,2024-06-02 18:08:00,0,17,6,6,58.0,1,400,1
2794,U24802-265521,0,2,2,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-01-31 11:50:00,2024-01-31 12:57:00,0,11,2,1,67.0,1,411,0
2795,BA4417-419844,1,0,7,British Airways,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Regional,2024-12-04 15:40:00,2024-12-04 16:18:00,0,15,2,12,38.0,0,458,0
2796,FR6621-409165,0,0,3,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-07-29 23:30:00,2024-07-29 00:45:00,0,23,0,7,-1365.0,0,458,0
2797,FR3508-471119,3,3,25,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-04-14 07:45:00,2024-04-14 08:20:00,1,7,6,4,35.0,1,458,1
2798,FR7949-116702,2,2,4,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-03-05 08:40:00,2024-03-05 09:40:00,0,8,1,3,60.0,1,445,1
2799,U27789-226361,1,1,5,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-06-23 08:05:00,2024-06-23 08:57:00,0,8,6,6,52.0,0,419,1
2800,FR604-818935,1,0,0,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-04-26 17:35:00,2024-04-26 18:23:00,0,17,4,4,48.0,0,419,1
2801,FR2365-455769,0,2,33,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-01-11 21:20:00,2024-01-11 22:10:00,1,21,3,1,50.0,1,419,0
2802,FR8160-313550,0,0,4,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-04-12 20:00:00,2024-04-12 21:00:00,0,20,4,4,60.0,0,458,0
2803,EI3578-609497,0,1,11,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-05-28 22:15:00,2024-05-28 23:16:00,0,22,1,5,61.0,0,411,0
2804,U24174-975420,0,2,0,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-06-28 00:10:00,2024-06-28 00:32:00,0,0,4,6,22.0,1,400,0
2805,U23747-923166,2,2,29,easyJet,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-03-24 12:25:00,2024-03-24 13:04:00,1,12,6,3,39.0,1,419,0
2806,EI8675-094973,2,0,6,Aer Lingus,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-10-29 07:15:00,2024-10-29 07:46:00,0,7,1,10,31.0,1,458,1
2807,BA2346-881765,1,3,8,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-02-19 20:25:00,2024-02-19 21:11:00,0,20,0,2,46.0,1,400,0
2808,BA683-272773,1,1,2,British Airways,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-03-02 05:50:00,2024-03-02 06:22:00,0,5,5,3,32.0,0,400,0
2809,BA5726-811941,0,1,8,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-07-24 20:00:00,2024-07-24 20:59:00,0,20,2,7,59.0,0,445,0
2810,U20082-224264,0,0,5,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-08-26 13:05:00,2024-08-26 14:15:00,0,13,0,8,70.0,0,458,0
2811,EI4660-442008,1,0,5,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-06-10 19:05:00,2024-06-10 19:32:00,0,19,0,6,27.0,0,432,1
2812,FR8702-804168,0,2,34,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-07-26 20:10:00,2024-07-26 21:18:00,1,20,4,7,68.0,1,445,0
2813,BA3418-028698,1,2,5,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-12-24 15:50:00,2024-12-24 16:09:00,0,15,1,12,19.0,1,432,0
2814,EI8348-087155,2,1,15,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-12-12 14:10:00,2024-12-12 15:17:00,1,14,3,12,67.0,1,400,0
2815,FR1905-031434,0,1,25,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-06-15 09:25:00,2024-06-15 10:19:00,1,9,5,6,54.0,0,419,1
2816,FR9359-802663,0,0,5,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-12-13 17:35:00,2024-12-13 18:41:00,0,17,4,12,66.0,0,400,1
2817,EI4259-730370,1,1,4,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-06-25 20:35:00,2024-06-25 21:34:00,0,20,1,6,59.0,0,458,0
2818,EI6924-144870,1,3,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-02-11 20:20:00,2024-02-11 21:25:00,0,20,6,2,65.0,1,432,0
2819,EI8013-407218,1,1,7,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-06-04 08:00:00,2024-06-04 09:14:00,0,8,1,6,74.0,0,458,1
2820,FR2477-192804,2,1,3,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-01-28 07:20:00,2024-01-28 07:56:00,0,7,6,1,36.0,1,419,1
2821,U28008-631396,0,1,6,easyJet,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-11-15 06:45:00,2024-11-15 07:47:00,0,6,4,11,62.0,0,411,1
2822,U25450-994162,0,1,25,easyJet,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-07-31 20:25:00,2024-07-31 20:45:00,1,20,2,7,20.0,0,445,0
2823,EI8413-108310,0,1,27,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-12-24 10:15:00,2024-12-24 10:29:00,1,10,1,12,14.0,0,445,0
2824,U25293-489123,0,1,6,easyJet,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Narrowbody,2024-02-16 20:30:00,2024-02-16 21:28:00,0,20,4,2,58.0,0,400,0
2825,BA6033-966393,2,0,5,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-04-02 21:00:00,2024-04-02 22:02:00,0,21,1,4,62.0,1,411,0
2826,EI8319-114295,1,0,3,Aer Lingus,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-12-05 16:55:00,2024-12-05 17:29:00,0,16,3,12,34.0,0,419,1
2827,BA9753-816042,0,2,7,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-06-25 12:05:00,2024-06-25 12:50:00,0,12,1,6,45.0,1,435,0
2828,FR330-337227,2,0,2,Ryanair,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-03-04 08:45:00,2024-03-04 09:49:00,0,8,0,3,64.0,1,411,1
2829,BA6471-442744,0,0,3,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-09-30 20:40:00,2024-09-30 21:43:00,0,20,0,9,63.0,0,458,0
2830,FR1977-518500,0,1,7,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-11-24 06:40:00,2024-11-24 07:24:00,0,6,6,11,44.0,0,458,1
